match_id,date,league,home_recent_wins,home_recent_draws,home_recent_losses,home_recent_goals_for,home_recent_goals_against,home_recent_form_points,away_recent_wins,away_recent_draws,away_recent_losses,away_recent_goals_for,away_recent_goals_against,away_recent_form_points,h2h_home_wins,h2h_draws,h2h_away_wins,home_avg_goals,home_total_matches,away_avg_goals,away_total_matches,total_goals,over_2_5,btts,home_win,draw,away_win
4224,2021-12-03,BL1,1,2,2,8,10,5,2,1,2,8,8,7,1,0,1,0.0,0,0.0,0,3,1,1,1,0,0
520,2021-12-04,PL,2,1,2,9,7,7,3,2,0,10,3,11,0,0,2,0.0,0,0.0,0,5,1,1,1,0,0
521,2021-12-04,PL,0,3,2,5,10,3,1,4,0,9,7,7,2,0,0,0.0,0,0.0,0,1,0,0,1,0,0
522,2021-12-04,PL,2,1,2,5,8,7,0,4,1,4,6,4,1,0,1,0.0,0,0.0,0,2,0,1,0,1,0
523,2021-12-04,PL,2,2,1,3,3,8,3,1,1,16,6,10,0,0,2,0.0,0,0.0,0,1,0,0,0,0,1
524,2021-12-04,PL,1,0,4,7,9,3,4,0,1,9,4,12,0,0,0,0.0,0,0.0,0,4,1,1,0,0,1
2429,2021-12-04,PD,2,2,1,8,5,8,1,2,2,6,9,5,1,0,1,0.0,0,0.0,0,1,0,0,1,0,0
2430,2021-12-04,PD,2,2,1,8,6,8,3,0,2,10,7,9,2,0,0,0.0,0,0.0,0,1,0,0,0,0,1
2431,2021-12-04,PD,3,2,0,13,6,11,0,4,1,5,7,4,0,0,0,0.0,0,0.0,0,3,1,1,0,0,1
2432,2021-12-04,PD,2,2,1,5,2,8,5,0,0,11,4,15,0,2,0,0.0,0,0.0,0,2,0,0,0,0,1
4225,2021-12-04,BL1,2,1,2,8,8,7,3,0,2,7,4,9,0,0,0,0.0,0,0.0,0,5,1,1,0,0,1
4226,2021-12-04,BL1,1,1,3,5,8,4,1,3,1,9,8,6,1,0,1,0.0,0,0.0,0,2,0,1,0,1,0
4227,2021-12-04,BL1,3,0,2,10,9,9,3,1,1,7,5,10,0,0,2,0.0,0,0.0,0,5,1,1,1,0,0
4228,2021-12-04,BL1,2,2,1,7,6,8,0,0,5,6,19,0,0,0,0,0.0,0,0.0,0,8,1,1,1,0,0
4229,2021-12-04,BL1,2,2,1,9,6,8,2,1,2,6,7,7,1,0,1,0.0,0,0.0,0,3,1,0,1,0,0
4230,2021-12-04,BL1,4,0,1,11,5,12,4,0,1,13,5,12,0,0,2,0.0,0,0.0,0,5,1,1,0,0,1
525,2021-12-05,PL,2,2,1,5,4,8,1,1,3,6,10,4,0,0,0,0.0,0,0.0,0,4,1,1,0,1,0
526,2021-12-05,PL,2,1,2,8,9,7,2,1,2,8,6,7,0,1,1,0.0,0,0.0,0,1,0,0,1,0,0
527,2021-12-05,PL,2,1,2,4,5,7,2,2,1,6,5,8,0,0,0,0.0,0,0.0,0,3,1,0,1,0,0
528,2021-12-05,PL,2,0,3,6,8,6,1,2,2,7,10,5,1,0,1,0.0,0,0.0,0,3,1,1,1,0,0
2433,2021-12-05,PD,2,2,1,6,4,8,2,1,2,5,4,7,0,0,0,0.0,0,0.0,0,1,0,0,1,0,0
2434,2021-12-05,PD,0,2,3,4,9,2,1,2,2,6,12,5,1,1,0,0.0,0,0.0,0,4,1,1,1,0,0
2435,2021-12-05,PD,0,2,3,4,10,2,0,2,3,1,6,2,1,0,1,0.0,0,0.0,0,0,0,0,0,1,0
2436,2021-12-05,PD,1,3,1,6,7,6,1,3,1,7,8,6,1,0,1,0.0,0,0.0,0,3,1,1,0,0,1
4231,2021-12-05,BL1,1,1,3,5,9,4,1,2,2,3,6,5,1,1,0,0.0,0,0.0,0,4,1,1,0,1,0
4232,2021-12-05,BL1,2,1,2,8,7,7,2,0,3,7,7,6,1,1,0,0.0,0,0.0,0,6,1,0,0,0,1
529,2021-12-06,PL,0,1,4,2,10,1,3,0,2,7,7,9,2,0,0,0.0,0,0.0,0,3,1,1,1,0,0
2437,2021-12-06,PD,2,2,1,7,3,8,0,3,2,3,5,3,0,1,1,0.0,0,0.0,0,0,0,0,0,1,0
530,2021-12-10,PL,1,2,2,7,9,5,1,0,4,8,11,3,0,0,0,0.0,0,0.0,0,3,1,1,1,0,0
2438,2021-12-10,PD,1,3,1,6,7,6,1,3,1,7,7,6,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0
4233,2021-12-10,BL1,1,3,1,8,7,6,2,1,2,9,7,7,1,0,1,0.0,0,0.0,0,2,0,0,0,0,1
531,2021-12-11,PL,5,0,0,12,3,15,1,2,2,1,3,5,2,0,0,0.0,0,0.0,0,1,0,0,1,0,0
532,2021-12-11,PL,2,0,3,6,9,6,1,2,2,5,9,5,1,1,0,0.0,0,0.0,0,3,1,0,1,0,0
533,2021-12-11,PL,2,2,1,9,6,8,1,3,1,5,5,6,1,1,0,0.0,0,0.0,0,5,1,1,1,0,0
534,2021-12-11,PL,4,0,1,15,4,12,3,0,2,7,5,9,1,0,1,0.0,0,0.0,0,1,0,0,1,0,0
535,2021-12-11,PL,2,2,1,5,6,8,2,1,2,6,9,7,0,0,0,0.0,0,0.0,0,1,0,0,0,0,1
2439,2021-12-11,PD,2,0,3,4,4,6,0,2,3,2,8,2,0,0,0,0.0,0,0.0,0,7,1,1,1,0,0
2440,2021-12-11,PD,1,2,2,7,8,5,2,2,1,6,2,8,0,2,0,0.0,0,0.0,0,2,0,1,0,1,0
2441,2021-12-11,PD,2,3,0,8,5,9,1,2,2,7,9,5,1,0,1,0.0,0,0.0,0,3,1,1,1,0,0
2442,2021-12-11,PD,0,3,2,2,4,3,3,1,1,8,4,10,2,0,0,0.0,0,0.0,0,1,0,0,0,0,1
4234,2021-12-11,BL1,4,0,1,12,7,12,2,2,1,8,5,8,1,0,1,0.0,0,0.0,0,3,1,1,1,0,0
4235,2021-12-11,BL1,3,0,2,8,6,9,3,0,2,10,7,9,0,0,0,0.0,0,0.0,0,2,0,1,0,1,0
4236,2021-12-11,BL1,2,0,3,11,7,6,4,0,1,13,7,12,1,1,0,0.0,0,0.0,0,3,1,1,0,0,1
4237,2021-12-11,BL1,0,3,2,4,8,3,1,2,2,5,6,5,0,1,1,0.0,0,0.0,0,2,0,0,1,0,0
4238,2021-12-11,BL1,1,1,3,5,9,4,2,1,2,8,12,7,1,0,1,0.0,0,0.0,0,5,1,1,1,0,0
4239,2021-12-11,BL1,2,1,2,6,8,7,1,1,3,6,10,4,2,0,0,0.0,0,0.0,0,2,0,0,0,0,1
536,2021-12-12,PL,1,3,1,7,6,6,2,1,2,8,8,7,0,0,2,0.0,0,0.0,0,0,0,0,0,1,0
537,2021-12-12,PL,1,2,2,8,10,5,1,3,1,6,7,6,1,0,1,0.0,0,0.0,0,4,1,0,1,0,0
538,2021-12-12,PL,1,1,3,6,7,4,1,1,3,3,9,4,0,1,1,0.0,0,0.0,0,4,1,1,1,0,0
2443,2021-12-12,PD,1,1,3,3,7,4,2,2,1,6,4,8,0,0,0,0.0,0,0.0,0,2,0,0,1,0,0
2444,2021-12-12,PD,0,2,3,1,6,2,2,2,1,8,6,8,0,0,2,0.0,0,0.0,0,4,1,1,0,1,0
2445,2021-12-12,PD,3,0,2,7,6,9,1,2,2,3,4,5,0,1,1,0.0,0,0.0,0,4,1,0,1,0,0
2446,2021-12-12,PD,5,0,0,11,3,15,3,1,1,12,6,10,1,1,0,0.0,0,0.0,0,2,0,0,1,0,0
4240,2021-12-12,BL1,0,0,5,6,22,0,2,1,2,9,10,7,0,0,0,0.0,0,0.0,0,1,0,0,1,0,0
4241,2021-12-12,BL1,3,1,1,9,6,10,3,1,1,12,5,10,1,0,1,0.0,0,0.0,0,7,1,1,1,0,0
2447,2021-12-13,PD,1,1,3,4,12,4,2,1,2,8,9,7,1,1,0,0.0,0,0.0,0,2,0,1,0,1,0
539,2021-12-14,PL,1,2,2,3,6,5,3,0,2,7,5,9,0,0,0,0.0,0,0.0,0,2,0,0,0,0,1
540,2021-12-14,PL,5,0,0,11,3,15,1,2,2,6,7,5,0,1,1,0.0,0,0.0,0,7,1,0,1,0,0
4242,2021-12-14,BL1,2,1,2,7,6,7,4,0,1,9,6,12,0,0,2,0.0,0,0.0,0,5,1,0,0,0,1
4243,2021-12-14,BL1,1,2,2,4,6,5,3,1,1,8,5,10,0,0,0,0.0,0,0.0,0,2,0,0,1,0,0
4244,2021-12-14,BL1,1,2,2,7,6,5,1,3,1,6,6,6,0,2,0,0.0,0,0.0,0,4,1,0,1,0,0
4245,2021-12-14,BL1,1,1,3,4,10,4,1,3,1,8,7,6,1,1,0,0.0,0,0.0,0,5,1,1,0,0,1
541,2021-12-15,PL,0,4,1,3,5,4,1,2,2,1,2,5,0,1,1,0.0,0,0.0,0,1,0,0,0,0,1
542,2021-12-15,PL,1,1,3,7,8,4,0,2,3,4,12,2,1,0,1,0.0,0,0.0,0,4,1,1,0,1,0
543,2021-12-15,PL,2,0,3,8,9,6,1,2,2,5,6,5,1,1,0,0.0,0,0.0,0,2,0,0,1,0,0
4246,2021-12-15,BL1,1,1,3,7,15,4,4,0,1,13,7,12,1,1,0,0.0,0,0.0,0,5,1,1,0,0,1
4247,2021-12-15,BL1,2,1,2,7,6,7,2,0,3,8,9,6,0,0,2,0.0,0,0.0,0,2,0,1,0,1,0
4248,2021-12-15,BL1,2,1,2,9,8,7,1,0,4,6,19,3,0,0,0,0.0,0,0.0,0,3,1,0,1,0,0
4249,2021-12-15,BL1,3,1,1,14,8,10,4,0,1,13,8,12,1,1,0,0.0,0,0.0,0,4,1,1,0,1,0
4250,2021-12-15,BL1,2,1,2,7,6,7,1,0,4,9,8,3,1,1,0,0.0,0,0.0,0,0,0,0,0,1,0
544,2021-12-16,PL,3,1,1,11,7,10,1,0,4,4,12,3,1,0,1,0.0,0,0.0,0,2,0,1,0,1,0
545,2021-12-16,PL,5,0,0,14,1,15,1,2,2,5,10,5,0,2,0,0.0,0,0.0,0,4,1,1,1,0,0
2448,2021-12-17,PD,1,3,1,7,7,6,3,0,2,7,5,9,0,0,0,0.0,0,0.0,0,4,1,1,1,0,0
4251,2021-12-17,BL1,4,0,1,12,5,12,0,1,4,5,13,1,2,0,0,0.0,0,0.0,0,4,1,0,1,0,0
546,2021-12-18,PL,1,2,2,5,12,5,3,0,2,10,5,9,0,1,1,0.0,0,0.0,0,5,1,1,0,0,1
2449,2021-12-18,PD,2,1,2,6,6,7,1,2,2,7,8,5,0,0,0,0.0,0,0.0,0,2,0,0,1,0,0
2450,2021-12-18,PD,1,1,3,2,7,4,2,1,2,5,5,7,0,2,0,0.0,0,0.0,0,4,1,1,0,0,1
2451,2021-12-18,PD,2,2,1,9,7,8,1,2,2,7,9,5,2,0,0,0.0,0,0.0,0,5,1,1,1,0,0
2452,2021-12-18,PD,3,1,1,7,4,10,2,1,2,9,8,7,1,0,1,0.0,0,0.0,0,3,1,1,1,0,0
4252,2021-12-18,BL1,2,1,2,6,7,7,2,1,2,5,4,7,0,0,0,0.0,0,0.0,0,1,0,0,0,0,1
4253,2021-12-18,BL1,4,0,1,14,8,12,2,1,2,10,5,7,1,1,0,0.0,0,0.0,0,1,0,0,1,0,0
4254,2021-12-18,BL1,1,0,4,5,20,3,2,2,1,8,6,8,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0
4255,2021-12-18,BL1,4,1,0,15,8,13,1,0,4,8,17,3,2,0,0,0.0,0,0.0,0,2,0,1,0,1,0
4256,2021-12-18,BL1,1,1,3,7,9,4,1,2,2,5,6,5,2,0,0,0.0,0,0.0,0,2,0,0,0,0,1
4257,2021-12-18,BL1,1,2,2,5,9,5,3,1,1,11,6,10,0,0,2,0.0,0,0.0,0,5,1,1,1,0,0
547,2021-12-19,PL,1,1,3,3,10,4,5,0,0,15,3,15,0,0,2,0.0,0,0.0,0,4,1,0,0,0,1
548,2021-12-19,PL,1,2,2,1,2,5,2,2,1,9,8,8,1,1,0,0.0,0,0.0,0,0,0,0,0,1,0
549,2021-12-19,PL,3,1,1,7,4,10,5,0,0,13,2,15,0,0,2,0.0,0,0.0,0,4,1,1,0,1,0
2453,2021-12-19,PD,1,2,2,6,10,5,1,3,1,5,6,6,0,0,0,0.0,0,0.0,0,5,1,1,1,0,0
2454,2021-12-19,PD,0,3,2,2,4,3,4,0,1,11,3,12,1,1,0,0.0,0,0.0,0,5,1,1,1,0,0
2455,2021-12-19,PD,1,3,1,5,2,6,0,3,2,3,6,3,1,1,0,0.0,0,0.0,0,1,0,0,1,0,0
2456,2021-12-19,PD,5,0,0,11,2,15,1,1,3,4,12,4,1,0,1,0.0,0,0.0,0,0,0,0,0,1,0
4258,2021-12-19,BL1,1,1,3,8,6,4,3,1,1,15,9,10,1,0,1,0.0,0,0.0,0,3,1,1,1,0,0
4259,2021-12-19,BL1,2,2,1,9,7,8,2,1,2,7,10,7,0,1,1,0.0,0,0.0,0,1,0,0,1,0,0
2457,2021-12-20,PD,0,2,3,5,9,2,2,3,0,8,6,9,1,0,1,0.0,0,0.0,0,7,1,1,0,0,1
2458,2021-12-21,PD,2,1,2,7,6,7,0,2,3,5,9,2,1,0,1,0.0,0,0.0,0,7,1,1,1,0,0
2459,2021-12-21,PD,3,1,1,7,5,10,3,1,1,9,6,10,0,1,1,0.0,0,0.0,0,2,0,1,0,1,0
2460,2021-12-22,PD,2,2,1,10,9,8,2,0,3,7,7,6,0,0,2,0.0,0,0.0,0,3,1,1,1,0,0
2461,2021-12-22,PD,1,2,2,5,6,5,4,1,0,7,1,13,0,0,3,0.0,0,0.0,0,3,1,1,0,0,1
550,2021-12-26,PL,5,0,0,17,2,15,2,1,2,11,9,7,2,0,1,0.0,0,0.0,0,9,1,1,1,0,0
551,2021-12-26,PL,0,2,3,1,7,2,3,0,2,12,6,9,0,0,1,0.0,0,0.0,0,5,1,0,0,0,1
552,2021-12-26,PL,3,2,0,9,3,11,1,1,3,6,7,4,1,1,1,0.0,0,0.0,0,3,1,0,1,0,0
553,2021-12-26,PL,1,2,2,5,7,5,0,3,2,5,12,3,1,2,0,0.0,0,0.0,0,5,1,1,0,0,1
554,2021-12-26,PL,3,0,2,7,5,9,2,2,1,8,7,8,1,1,1,0.0,0,0.0,0,4,1,1,0,0,1
555,2021-12-26,PL,0,3,2,2,5,3,2,2,1,8,8,8,1,0,0,0.0,0,0.0,0,2,0,0,1,0,0
556,2021-12-27,PL,1,1,3,3,12,4,3,1,1,7,7,10,0,0,3,0.0,0,0.0,0,2,0,1,0,1,0
557,2021-12-28,PL,1,1,3,5,8,4,0,1,4,1,12,1,0,0,0,0.0,0,0.0,0,3,1,0,1,0,0
558,2021-12-28,PL,1,3,1,8,10,6,4,1,0,12,3,13,0,0,2,0.0,0,0.0,0,2,0,1,0,1,0
559,2021-12-28,PL,1,0,4,9,12,3,1,2,2,6,8,5,0,0,0,0.0,0,0.0,0,5,1,1,0,0,1
560,2021-12-28,PL,2,1,2,14,12,7,4,1,0,11,4,13,1,0,1,0.0,0,0.0,0,1,0,0,1,0,0
561,2021-12-29,PL,2,2,1,9,7,8,1,3,1,4,3,6,1,1,0,0.0,0,0.0,0,2,0,1,0,1,0
562,2021-12-29,PL,2,1,2,5,7,7,5,0,0,21,4,15,0,0,0,0.0,0,0.0,0,1,0,0,0,0,1
563,2021-12-30,PL,3,2,0,7,4,11,0,4,1,4,5,4,2,0,0,0.0,0,0.0,0,4,1,1,1,0,0
2462,2021-12-31,PD,3,2,0,9,6,11,2,0,3,6,8,6,0,0,0,0.0,0,0.0,0,3,1,1,0,0,1
564,2022-01-01,PL,4,0,1,15,3,12,5,0,0,19,3,15,0,0,3,0.0,0,0.0,0,3,1,1,0,0,1
565,2022-01-01,PL,0,0,5,6,15,0,3,2,0,11,3,11,0,0,1,0.0,0,0.0,0,1,0,0,0,0,1
566,2022-01-01,PL,2,1,2,8,7,7,2,1,2,9,8,7,0,2,1,0.0,0,0.0,0,5,1,1,0,0,1
567,2022-01-02,PL,1,1,3,4,8,4,2,0,3,6,7,6,0,1,0,0.0,0,0.0,0,3,1,1,1,0,0
568,2022-01-02,PL,1,1,3,5,10,4,1,3,1,5,4,6,2,1,0,0.0,0,0.0,0,5,1,1,0,0,1
569,2022-01-02,PL,1,1,3,6,16,4,0,3,2,4,7,3,2,1,0,0.0,0,0.0,0,4,1,1,1,0,0
570,2022-01-02,PL,2,3,0,8,5,9,3,1,1,7,4,10,1,1,1,0.0,0,0.0,0,4,1,1,0,1,0
2463,2022-01-02,PD,2,3,0,6,1,9,4,1,0,7,1,13,0,1,1,0.0,0,0.0,0,1,0,0,1,0,0
2464,2022-01-02,PD,1,0,4,7,9,3,3,1,1,7,4,10,0,0,0,0.0,0,0.0,0,2,0,0,1,0,0
2465,2022-01-02,PD,1,1,3,7,10,4,3,2,0,11,6,11,0,0,2,0.0,0,0.0,0,0,0,0,0,1,0
2466,2022-01-02,PD,0,1,4,5,12,1,0,1,4,1,10,1,0,1,1,0.0,0,0.0,0,2,0,1,0,1,0
2467,2022-01-02,PD,4,0,1,13,4,12,2,2,1,7,5,8,2,0,0,0.0,0,0.0,0,2,0,0,0,0,1
2468,2022-01-02,PD,1,2,2,4,8,5,2,2,1,9,7,8,0,0,0,0.0,0,0.0,0,1,0,0,0,0,1
571,2022-01-03,PL,4,1,0,9,4,13,1,2,2,1,2,5,3,0,0,0.0,0,0.0,0,1,0,0,0,0,1
2469,2022-01-03,PD,3,0,2,11,7,9,0,2,3,7,11,2,2,0,0,0.0,0,0.0,0,5,1,0,1,0,0
2470,2022-01-03,PD,0,3,2,3,5,3,1,1,3,4,6,4,1,1,0,0.0,0,0.0,0,4,1,1,0,0,1
2471,2022-01-03,PD,0,2,3,3,12,2,3,1,1,6,4,10,0,0,2,0.0,0,0.0,0,1,0,0,0,0,1
4260,2022-01-07,BL1,5,0,0,15,3,15,0,1,4,5,18,1,1,1,1,0.0,0,0.0,0,3,1,1,0,0,1
2472,2022-01-08,PD,0,1,4,7,16,1,1,2,2,3,6,5,0,0,1,0.0,0,0.0,0,2,0,0,1,0,0
2473,2022-01-08,PD,0,1,4,2,11,1,3,1,1,8,4,10,3,0,0,0.0,0,0.0,0,1,0,0,1,0,0
2474,2022-01-08,PD,3,2,0,9,4,11,2,2,1,7,6,8,1,1,1,0.0,0,0.0,0,2,0,1,0,1,0
2475,2022-01-08,PD,3,1,1,6,2,10,3,1,1,10,8,10,2,0,1,0.0,0,0.0,0,5,1,1,1,0,0
4261,2022-01-08,BL1,2,1,2,10,5,7,2,1,2,5,4,7,1,1,1,0.0,0,0.0,0,4,1,1,0,1,0
4262,2022-01-08,BL1,1,1,3,5,16,4,2,1,2,6,9,7,0,0,1,0.0,0,0.0,0,0,0,0,0,1,0
4263,2022-01-08,BL1,3,2,0,14,9,11,1,3,1,6,5,6,2,0,1,0.0,0,0.0,0,4,1,1,1,0,0
4264,2022-01-08,BL1,2,1,2,15,11,7,2,1,2,4,4,7,0,2,1,0.0,0,0.0,0,4,1,1,0,1,0
4265,2022-01-08,BL1,1,1,3,7,9,4,2,0,3,9,5,6,1,0,2,0.0,0,0.0,0,5,1,1,1,0,0
4266,2022-01-08,BL1,4,0,1,13,8,12,2,1,2,11,8,7,1,1,1,0.0,0,0.0,0,5,1,1,0,0,1
2476,2022-01-09,PD,2,1,2,4,5,7,3,0,2,10,6,9,0,0,1,0.0,0,0.0,0,2,0,1,0,1,0
2477,2022-01-09,PD,4,1,0,6,2,13,2,3,0,3,1,9,3,0,0,0.0,0,0.0,0,1,0,0,1,0,0
2478,2022-01-09,PD,0,2,3,5,11,2,2,1,2,7,6,7,1,1,1,0.0,0,0.0,0,0,0,0,0,1,0
2479,2022-01-09,PD,0,3,2,4,7,3,0,2,3,3,9,2,3,0,0,0.0,0,0.0,0,2,0,0,1,0,0
2480,2022-01-09,PD,4,0,1,15,4,12,1,0,4,5,8,3,0,2,1,0.0,0,0.0,0,4,1,1,0,1,0
4267,2022-01-09,BL1,2,2,1,8,9,8,3,1,1,9,6,10,0,2,1,0.0,0,0.0,0,4,1,1,0,0,1
4268,2022-01-09,BL1,2,1,2,6,7,7,0,0,5,3,15,0,0,0,1,0.0,0,0.0,0,1,0,0,1,0,0
2481,2022-01-10,PD,3,0,2,8,8,9,1,2,2,7,7,5,0,1,0,0.0,0,0.0,0,3,1,1,0,0,1
572,2022-01-11,PL,1,3,1,7,9,6,2,1,2,6,7,7,0,0,0,0.0,0,0.0,0,5,1,1,1,0,0
573,2022-01-12,PL,2,1,2,9,8,7,0,0,5,0,14,0,0,0,0,0.0,0,0.0,0,2,0,0,1,0,0
574,2022-01-14,PL,2,2,1,7,5,8,2,1,2,10,9,7,0,2,1,0.0,0,0.0,0,2,0,1,0,1,0
4269,2022-01-14,BL1,2,1,2,11,9,7,2,2,1,11,5,8,1,0,2,0.0,0,0.0,0,6,1,1,1,0,0
575,2022-01-15,PL,5,0,0,20,4,15,1,4,0,7,5,7,2,0,1,0.0,0,0.0,0,1,0,0,1,0,0
576,2022-01-15,PL,1,1,3,3,12,4,0,0,5,4,12,0,0,1,0,0.0,0,0.0,0,2,0,1,0,1,0
577,2022-01-15,PL,0,0,5,0,13,0,1,1,3,7,12,4,0,0,1,0.0,0,0.0,0,3,1,1,1,0,0
578,2022-01-15,PL,2,1,2,2,2,7,2,2,1,10,9,8,2,1,0,0.0,0,0.0,0,4,1,1,1,0,0
579,2022-01-15,PL,2,0,3,6,7,6,3,1,1,6,3,10,1,0,2,0.0,0,0.0,0,4,1,1,0,1,0
4270,2022-01-15,BL1,3,1,1,8,6,10,4,0,1,15,5,12,0,0,3,0.0,0,0.0,0,4,1,0,0,0,1
4271,2022-01-15,BL1,2,0,3,9,7,6,2,1,2,5,6,7,0,0,1,0.0,0,0.0,0,1,0,0,1,0,0
4272,2022-01-15,BL1,1,2,2,4,8,5,2,1,2,10,7,7,0,0,3,0.0,0,0.0,0,2,0,0,0,0,1
4273,2022-01-15,BL1,2,2,1,5,4,8,3,2,0,11,7,11,1,2,0,0.0,0,0.0,0,3,1,1,1,0,0
4274,2022-01-15,BL1,0,0,5,2,13,0,2,1,2,8,11,7,2,1,0,0.0,0,0.0,0,0,0,0,0,1,0
4275,2022-01-15,BL1,1,1,3,6,15,4,1,2,2,14,12,5,0,0,3,0.0,0,0.0,0,3,1,1,0,0,1
580,2022-01-16,PL,2,2,1,8,6,8,2,0,3,5,9,6,0,1,0,0.0,0,0.0,0,3,1,0,1,0,0
581,2022-01-16,PL,3,0,2,11,8,9,1,1,3,8,17,4,3,0,0,0.0,0,0.0,0,5,1,1,0,0,1
2482,2022-01-16,PD,2,1,2,8,7,7,4,1,0,17,5,13,0,2,1,0.0,0,0.0,0,1,0,0,1,0,0
4276,2022-01-16,BL1,1,2,2,6,7,5,3,0,2,13,10,9,0,1,2,0.0,0,0.0,0,2,0,1,0,1,0
4277,2022-01-16,BL1,2,2,1,7,5,8,1,2,2,2,10,5,0,1,0,0.0,0,0.0,0,4,1,1,0,1,0
582,2022-01-18,PL,2,2,1,7,5,8,1,3,1,6,5,6,0,2,1,0.0,0,0.0,0,2,0,1,0,1,0
2483,2022-01-18,PD,2,1,2,8,6,7,0,3,2,4,9,3,3,0,0,0.0,0,0.0,0,4,1,0,1,0,0
2484,2022-01-18,PD,0,2,3,2,7,2,2,0,3,8,10,6,0,0,1,0.0,0,0.0,0,4,1,1,0,1,0
583,2022-01-19,PL,2,1,2,11,10,7,3,2,0,10,3,11,1,0,1,0.0,0,0.0,0,5,1,1,0,0,1
584,2022-01-19,PL,1,0,4,3,11,3,2,2,1,7,5,8,0,0,0,0.0,0,0.0,0,4,1,1,0,0,1
2485,2022-01-19,PD,2,1,2,6,4,7,1,2,2,5,6,5,1,1,1,0.0,0,0.0,0,2,0,0,1,0,0
2486,2022-01-19,PD,3,0,2,10,11,9,4,1,0,6,2,13,0,0,3,0.0,0,0.0,0,2,0,1,0,1,0
2487,2022-01-20,PD,2,2,1,3,2,8,2,3,0,8,4,9,0,2,1,0.0,0,0.0,0,6,1,1,1,0,0
585,2022-01-21,PL,0,1,4,4,11,1,1,0,4,2,13,3,1,0,0,0.0,0,0.0,0,3,1,0,0,0,1
2488,2022-01-21,PD,2,1,2,10,11,7,2,1,2,11,6,7,0,1,0,0.0,0,0.0,0,5,1,1,0,0,1
4278,2022-01-21,BL1,3,1,1,12,8,10,2,2,1,8,6,8,1,2,0,0.0,0,0.0,0,2,0,0,0,0,1
586,2022-01-22,PL,1,1,3,7,10,4,1,1,3,6,8,4,0,1,2,0.0,0,0.0,0,1,0,0,0,0,1
587,2022-01-22,PL,1,0,4,4,12,3,3,1,1,5,2,10,1,0,0,0.0,0,0.0,0,3,1,1,0,0,1
588,2022-01-22,PL,2,0,3,9,17,6,0,2,3,3,13,2,2,1,0,0.0,0,0.0,0,1,0,0,0,0,1
589,2022-01-22,PL,2,2,1,9,6,8,3,0,2,13,9,9,3,0,0,0.0,0,0.0,0,1,0,0,1,0,0
590,2022-01-22,PL,2,2,1,11,9,8,5,0,0,14,4,15,0,1,2,0.0,0,0.0,0,2,0,1,0,1,0
2489,2022-01-22,PD,1,1,3,8,13,4,0,3,2,3,6,3,0,3,0,0.0,0,0.0,0,2,0,0,0,0,1
2490,2022-01-22,PD,3,1,1,15,6,10,1,1,3,3,8,4,0,1,0,0.0,0,0.0,0,3,1,0,1,0,0
2491,2022-01-22,PD,3,2,0,6,3,11,3,1,1,7,2,10,3,0,0,0.0,0,0.0,0,4,1,1,0,1,0
2492,2022-01-22,PD,1,1,3,6,8,4,2,1,2,9,11,7,2,1,0,0.0,0,0.0,0,5,1,1,1,0,0
4279,2022-01-22,BL1,1,2,2,6,10,5,1,1,3,2,8,4,3,0,0,0.0,0,0.0,0,2,0,0,1,0,0
4280,2022-01-22,BL1,1,3,1,3,5,6,2,0,3,7,7,6,0,0,1,0.0,0,0.0,0,3,1,1,1,0,0
4281,2022-01-22,BL1,2,2,1,9,7,8,3,1,1,14,7,10,0,1,2,0.0,0,0.0,0,5,1,1,0,0,1
4282,2022-01-22,BL1,1,2,2,9,12,5,1,3,1,5,5,6,2,1,0,0.0,0,0.0,0,6,1,1,1,0,0
4283,2022-01-22,BL1,1,1,3,7,11,4,2,2,1,5,4,8,0,2,1,0.0,0,0.0,0,3,1,1,0,0,1
4284,2022-01-22,BL1,1,1,3,2,5,4,3,0,2,7,9,9,0,0,1,0.0,0,0.0,0,4,1,1,0,1,0
591,2022-01-23,PL,4,0,1,15,3,12,0,2,3,2,7,2,1,1,1,0.0,0,0.0,0,0,0,0,0,1,0
592,2022-01-23,PL,1,2,2,8,9,5,2,2,1,10,6,8,0,0,3,0.0,0,0.0,0,4,1,1,0,0,1
593,2022-01-23,PL,2,0,3,11,11,6,2,3,0,8,5,9,2,0,1,0.0,0,0.0,0,2,0,1,0,1,0
594,2022-01-23,PL,1,3,1,7,6,6,3,2,0,10,5,11,2,1,0,0.0,0,0.0,0,2,0,0,1,0,0
2493,2022-01-23,PD,2,2,1,9,7,8,1,1,3,5,8,4,1,1,1,0.0,0,0.0,0,2,0,0,0,0,1
2494,2022-01-23,PD,3,1,1,8,3,10,2,1,2,6,6,7,2,1,0,0.0,0,0.0,0,4,1,1,0,1,0
2495,2022-01-23,PD,1,1,3,3,10,4,3,1,1,7,4,10,2,1,0,0.0,0,0.0,0,0,0,0,0,1,0
2496,2022-01-23,PD,2,1,2,4,5,7,2,1,2,7,6,7,1,0,0,0.0,0,0.0,0,1,0,0,0,0,1
2497,2022-01-23,PD,0,2,3,3,12,2,2,3,0,8,6,9,0,2,1,0.0,0,0.0,0,1,0,0,0,0,1
4285,2022-01-23,BL1,3,1,1,11,5,10,0,1,4,2,10,1,0,2,1,0.0,0,0.0,0,2,0,0,1,0,0
